Words,Frequency
map,1
cemetery,1
overviews,1
"expression,",1
\xe2\x80\x98form\xe2\x80\x99,1
effciently,1
programmed,1
EngineeringGSO,1
(active,1
Source,1
paths,1
proposes,2
show,1
infeasible,1
"Drosophila,",1
"environment,",1
sufficient,2
energy,2
temperature,2
network,7
product-driven,3
allows,1
behaviors,4
constraints,1
simplified.,1
EC-STCRA,1
(WL),1
trained,1
dynamic,5
elements.,1
Being,1
quality,1
curation.,1
time,3
"technology,",1
procedure,1
"this,",2
decision,1
supplied,1
selecting,1
sake,1
protocols,1
Cluster,1
military,1
Structural,1
multi-disciplinary,1
fixed,1
monitor,1
Parametric,1
competitive,1
random,2
'AbstractBibliographic,1
coefficient,1
supports,1
protect,1
Power,2
limitation,1
variational,1
procedures,2
developments,1
Endothelial,1
'AbstractSix,1
contradicting,1
"30,",1
'Rolf,1
'TrendsThe,1
"perspective,",1
'HOLONIC,1
falling,1
https://www.sciencedirect.com/science/article/pii/S1474667016397579,1
presents,4
come,1
ENABLED,1
"dynamic,",1
"holonic,",1
Dynamic,2
described,1
https://www.sciencedirect.com/science/article/pii/S0960077913000210,1
state,6
controlling,1
highlighting,1
hand.,1
illustrate,1
enough,1
host,1
problems.,3
location,1
behavior,8
"interacting,",1
intrinsic,1
simultaneously,5
strong,1
promising,2
patterns.',1
functions.,2
246,1
(IFAC).Classical,1
FOR,1
proposed,10
(RDN),1
(IHTP).,1
viability,1
sensory,5
Fuzzy,1
BS,1
speed,3
colony,3
preliminary,1
solves,1
network.,1
first.,1
'OpinionThe,1
outputs.An,1
second,2
Lunch,1
prototypic,1
select,1
phenomenon',1
machine,1
analysis,2
species.,1
(fractal,1
RFMPC,1
"BEECLUST,",1
3),1
blood,3
reviews,1
"Modeling,",1
route,4
"Finally,",2
three,2
loss,4
paradigms,1
simple,5
Problems,1
'Damien',1
effectiveness,2
capture,1
processes,1
development.',1
https://www.sciencedirect.com/science/article/pii/S2212827116001943,1
self-organization,2
Brick,1
autonomous,2
match,1
(FASSO)',1
NR',1
research,5
technology,3
review,1
problems:,1
Free,1
complexity,1
Trends',1
(D-MAS);,1
"collective,",1
uncertainties,1
"tolerance,",1
mounting,1
LDR\xe2\x80\x99s,1
role,1
suffers,1
nodes,4
controlled,1
transitions,1
Standard,1
understanding,1
Loss,1
cell.',1
MULTI-AGENT,1
holonic,3
allocation,1
interaction.,1
(CH),1
mobile,2
sensor,1
"system,",2
work,4
insight,2
Federation,1
algorithm.,2
error,1
Dead,1
"distinctive,",1
favorable,1
Self-organized,1
problem,3
"integration,",1
Systems.',1
accuracy,1
Theorem,1
adaptation,1
industrial,2
architectural,4
'Ideality,1
"elegans,",1
hard,1
domain,1
describe,1
swarm,15
addresses,1
'AbstractSwarm,1
flights,1
functions,3
"However,",2
inspiration,1
area,1
(RBF),1
reveal,1
convenient,1
small-noisy,1
"gyro,",1
Architecture',1
control.,4
ABC,4
tested,2
aggregation.',1
social,10
environments.,1
"paper,",3
bat-inspired,1
seven,1
Partially,1
test.,1
model,4
endothelium.The,1
considered,3
links,1
'Fayemi',1
Frequently,1
approaches,4
robot,3
Learning,2
process.In,1
"spills,",1
best,2
agents,4
network',1
CASs,1
"transfer,",1
"networks),",1
scheme,3
set,6
system,11
trajectories,1
Logistics,1
"14,",1
Solves,1
interaction,1
ability,2
evolving,1
real-world,1
proposals,1
phase,1
"circuitry,",1
policies,1
capabilities,2
approaches.',1
ecology,1
adding,1
objective,1
discussed:,1
Ideas,1
volatility,1
implementing,1
should,1
Supervised,2
Life,1
Optimization,10
"requirements,",1
Logistics',1
bibliography.,1
Future,1
ENVIRONMENT,1
multi-robot,1
Behavior:,1
avoid,1
augmented,1
logistics,3
'Electrical,1
coupled,2
Manufacturing,1
"rigid,",1
contrast,1
"(PALM),",1
obtain,2
wide,1
improve,2
evolutionary,2
architecture,2
satisfactorily,1
SIMULINK,1
synthesis,1
adoption,1
mitigate,1
Lagrangian,1
data.,1
metaphor,2
causation,1
'The,1
"e.g.,",1
"instabilities,",1
Life:,1
decentralization,1
generate,3
alternative,1
reliable,1
residual,1
security,2
tolerance,1
balance,1
Ant,4
representative,1
determines,2
embryogenesis).,1
'Rigid,1
"distribution,",1
organizing,2
previous,1
present,3
given.,1
practice,1
increased,1
solved,1
distributed,5
gathering,1
cascaded,1
position,1
discussing,1
hybrid,1
'Artificial,1
impact,1
steps,2
despite,1
"intelligence,",1
Butterfly,2
MACSim,3
low-level,1
fundamentals,1
delegate,1
calculate,1
group,1
short-term,1
handling,2
(MDO),1
layer,1
spatial,1
agricultural,2
outperforms,2
similar,2
'S.V.',1
increase,1
"policies,",1
presented,1
delivery,1
AHHS,1
(RE),1
fault,1
sizing,1
"NFLT,",1
class,1
surrogate,1
hops,1
platforms,1
offer,1
conditions,1
hierarchical,1
experimental,2
real,3
Role,2
BflyBot,1
https://www.sciencedirect.com/science/article/pii/S1571066105051947,1
Enhanced-Ant-DSR,1
powerful,1
"field,",1
Simulation,2
3D,1
118,1
vanishingly,1
Collaborative,1
manufacturing,7
endothelial,4
"(DoS),",1
"Meanwhile,",1
"Hence,",1
Robotic,2
protocol,1
properties,3
share,1
limited,1
differential,1
differs,1
Survey,1
assess,1
changes,2
foraging,1
"nineties,",1
existing,3
argue,1
movement,1
methods,3
growing,1
schemes.,1
packet.,1
future,1
limitations.,1
retrieval,1
steady,2
falls,1
Bibliographic,1
"""AbstractThe",1
(RFMPC).,1
C.,1
help,2
chemotaxis,2
Search,1
feature,3
evolution,1
MANET.,1
learn,1
groups.,1
challenges,2
https://www.sciencedirect.com/science/article/pii/S1877050915020566,1
robots.,2
demonstrate,4
difference,1
superior,1
genetic,4
Automatic,1
"57,",1
means,2
order,8
18,1
enterprise,1
environments,3
magnitudes.The,1
kind,1
easily,1
G.',1
considerable,1
"coordination,",1
Art,1
desired,1
(FAQS),1
MANUFACTURING,1
"procedure,",1
main,2
preserved,1
provides,4
external,1
scalability,1
RBF,1
Interactions,1
'Adaptation,1
collection,1
Simple,1
SSO,4
(GSO),1
https://www.sciencedirect.com/science/article/pii/S2405896318302507,1
enterprises.,1
discussed,2
contributions,1
"parallel,",1
CAS,1
Structures,1
towards,1
possibilities.,1
analyze,1
modular,2
Evolution,1
selection,2
Do,1
parameters.,2
"controllers),",1
Finding,1
features.,1
resource,1
phenomenal,1
2),1
understand,1
soldiers,1
level.,1
PROSA-based,1
insects,1
enjoys,1
profile,1
activity,1
"congestion,",1
separate,1
distribution.,1
shared,1
bibliographic,4
observed,1
heterogeneous,1
overview,2
conserve,1
inherent,1
(WSNs).,1
State,1
tasks,1
swallows.,1
defects.,1
decentralized,1
(NR),1
COLONY,1
data,3
short-range,1
industry,1
harder,1
(DL),1
'L\xc3\xa1szl\xc3\xb3',1
modern,1
outcome,1
'Chakravarthi',1
oil,1
allowing,1
complexities,1
"approach,",2
controllers.',1
years,1
research.,1
matched,1
"convergence,",1
coefficients.,1
Asked,1
https://www.sciencedirect.com/science/article/pii/S0896627310001789,1
Boeing,1
Integrating,1
common,2
gene,1
described.,1
'Application,2
Here,1
\xe2\x80\x93,1
planning,1
versatile,1
contingencies.,1
"termites,",1
constituting,1
"clustering,",1
years.,1
additive,1
evaluation,1
entry,1
filtering,1
according,2
(natural,1
each,5
account.,1
interest,2
individual,2
web,8
combining,2
what,1
'A,2
"studies,",1
take,2
Distance,1
supporting,1
ant-colony,1
wealth,1
principles,2
DN,1
multiagent,3
"(PDR),",1
theory,1
stop,1
Although,1
69,1
world,1
Problem,1
MULTI,1
compare,1
neurobiological,1
bus,2
define,1
searches,2
'Wei',1
reconfigurable,1
bacterial,2
phenomena,1
numbers,1
ALife-methods,1
articles,1
test,2
defects,1
'Peter',1
specifically,1
"cells,",1
past,1
Swarm,7
"potentials,",1
standard,2
form,1
centralized,3
SYSTEM,1
Routing,1
costly,1
way,3
shedding,3
"decennium,",1
faster,1
end,2
"dominance,",1
https://www.sciencedirect.com/science/article/pii/S1877050918310056,1
application,3
emerge.',1
BCC,2
intelligence,3
technically,1
Colony,6
signals,2
mutual,1
neural,3
drinking,1
essential,2
obtained,2
identification,3
'AbstractConserving,1
Its,1
exist,1
"units,",1
accurately,1
Distribution,2
(GTBKTT),1
robotics,3
Distributed,1
high-intensity,1
Assignment,2
"application,",1
Questions,1
Feasible,1
envisaged,1
"namely,",1
minimize,1
Networks,1
Capacitors,1
"scalability,",2
incoming,1
explores,1
maintaining,1
element,1
prospects.',1
'MACSIM:,1
etc.',1
does,2
R.',1
Genetic,1
variables,1
activators,2
comparative,2
"direction,",1
models,1
amount,2
"work,",1
Each,1
"problem,",2
mathematical,2
mating,2
resulting,2
exceptionally,1
Ad-hoc,2
recent,2
generation,3
inspired,10
'John,1
'EC-STCRA:,1
'Jelmer',1
formation,2
(BCC),1
"network-like,",1
assembly,2
seek,1
Bfly,1
adaptive,7
software,1
perform,3
\xe2\x80\x9cSimple\xe2\x80\x9d,1
excessive,1
serendipity,1
codes,1
enormous,1
multiple,4
benchmark,1
entities.The,1
malicious,1
Method\xe2\x98\x86',1
optimum,1
access,1
acceptable.,1
regulatory,1
Inspired,1
feasible,1
described:,1
recently,1
folding\xe2\x80\x99,1
overall,1
sufficiently,1
organization.,1
discriminate,1
precise,1
presented.,1
based,13
Stochastic,1
(DPEs),1
underlying,1
unsurpassed.,1
'Federico',1
"heuristic,",1
"short-term,",1
vision,1
domains,1
increasingly,1
logic,1
agents.,1
systems.',1
possibilities,1
Know,1
topology,1
acceleration,2
biological,1
https://www.sciencedirect.com/science/article/pii/S0307904X10003598,1
patrolling,1
strategies,2
Base,2
Major,1
particular,1
way.,2
results,11
carried,1
(RE).,1
SYSTEMS',1
great,1
insects.,1
Based,3
systematically,1
realise,1
"Secondly,",1
'Particle,1
"process,",1
pheromone,3
particle,4
progress,2
shown,2
(NN),1
system-level,1
keeping,1
"to,",1
perspective\xe2\x98\x86',1
tackled,1
consuming,1
including,2
cardiovascular,1
"methods,",2
blood\xe2\x80\x93tissue,1
persistent,3
procedures.,1
investigate,1
complex,13
Networks\xe2\x98\x86',1
entire,1
PSO,1
"situations,",1
so,1
colonies.,1
applied,3
concept.,1
internal,1
search.,2
physiological,2
soldier,1
interactions,2
DG,2
patent,1
connectivity.,1
"modelling,",1
swarms,6
verification,1
source,1
Since,1
(QoS),1
collective,8
extraordinary,1
paper,14
widely,1
Production,1
done.,1
preventing,1
energy.,1
Evolutionary,1
"limited,",1
Robustly,1
artificial,4
development,2
Swallow,2
Sensor,1
Chuan',1
systems',1
capacity,2
Uses,1
computer,1
"Systems,",1
perpetually,1
requirements,1
required,1
"article,",1
Step,1
aimed,1
milestone,1
(DSR),1
significant,1
fundamentally,1
power,7
capable,1
techniques,1
information,11
performs,1
scientific,1
operative,1
generality,1
mate.,1
needed,1
Controllers\xe2\x98\x86',1
demonstrated,1
Building,1
sensing,4
projected,1
propose,1
experienced,1
robotic,2
Radial,2
'Dipika',1
difficult,2
deadlock,1
control,15
'David',1
introduced,2
Algorithms,2
Research',1
serve,2
(FASSO),1
obtained.',1
special,1
Control',1
done,1
Delivery,1
natural,1
sources,1
collaborative,2
make,1
"folding,",1
overwhelming.,1
(CC5),1
empirical,1
convert,1
'P.L.',1
flooding,1
minimization,2
"algorithm,",4
Another,1
https://www.sciencedirect.com/science/article/pii/S1474667016332335,1
alliances,1
(MASs).This,1
(PBIS),1
lies,1
parameters,1
mechanisms,2
Approach,1
sensors,2
(CAS),1
Cells,1
selected,3
intermediate,2
Ratio,2
optimization,20
nature,4
enjoy,1
mechanism,2
description,1
finite,1
Station,1
dynamics,1
utilised,1
arriving,2
game,1
reliability,1
'Mehdi',1
studied,2
transmissions,1
"method,",1
maximize,1
structure,2
attractive,1
AGPSO,1
"detailing,",1
"AODV,",2
approach,6
local,7
workspace,1
'AbstractAnt-based,1
(AGPSO),1
behaviour,1
activators.,1
relatively,1
avoiding,1
modules,1
learned,1
considers,2
'AbstractOptimization,1
load,5
state.,1
triangle,1
Collective,1
'J\xc3\xbcrgen',1
flexible,2
aided,1
ensuring,1
established,1
continues,1
avoidance,1
adaptability,1
delivers,1
intended,1
prevent,2
'AbstractArtificial,1
'AbstractSelection,1
interacting,1
Regional,1
(NRPG)-(India),1
diversified,1
issue,1
'Seeja',1
inflexible,1
weight.,1
Construction,1
'Enhanced-Ant-AODV,1
organisms,2
received,2
'G.',1
appointed,1
bandwidth,1
'Product-Driven,1
geared,1
pay,1
"(NFLT),",1
theorem,1
attacks,1
detect,1
International,1
ownership,1
(AODV),1
number,6
system.',2
"systems,",2
vehicle,1
identifying,3
thanks,2
reactive).,1
cell,3
"infancy,",1
FGRN,1
incorporating,1
result,3
opens,1
Endothelium,1
(ACO),2
activities,1
neighbours,1
useful,3
Quality,1
"SABC,",1
"contribution,",1
intelligence:,1
cells.,2
them,1
depth,1
CHs,1
transmission,1
multimodal,1
algorithm,12
butterfly,1
organization,1
production,2
Multi-Agent,1
being,1
scenarios.,1
components.,1
point,1
cooperative,4
"use,",1
task,2
'R.',1
unstructured,2
fulfillment,1
water,1
Then,1
interactive,4
(AL),1
helps,1
"science,",1
remarkable,1
B.',1
https://www.sciencedirect.com/science/article/pii/S1110866515000390,1
maturity.,1
poses,1
management,1
"birds,",1
https://www.sciencedirect.com/science/article/pii/S2405896318308401,1
lines,1
"modeling,",1
bit,1
environments.',1
parametric,1
bots,1
apply,1
'BflyBot:,1
'Full-length,1
"resources,",1
seeks,1
defect,3
streamlined,1
Folding,1
https://www.sciencedirect.com/science/article/pii/S1877050914011399,1
requirements.,1
manner,1
Group,1
context,1
caused,1
trend,1
applying,1
Bio-Inspired,1
shares,1
upon,1
work.,1
computation.By,1
classify,1
discuss,1
"Firstly,",1
"model,",1
Active,1
blackout,2
ALife),1
exhibits,1
https://www.sciencedirect.com/science/article/pii/S1876610217323299,1
Taxonomy',1
realization,1
article,1
"operation,",1
Systems,1
"computation,",3
substantially,1
convergence,2
networked,2
https://www.sciencedirect.com/science/article/pii/S1877050911000640,1
"(PLR),",1
ant-like,1
sensitivity,1
high-level,1
brief,2
'Maya',1
'Review,1
VE,1
lifetime.',1
On-Demand,1
characteristic,1
applications,6
Autonomous,1
mixture,1
Head,1
'Swee,1
coupling,1
continuously,1
path,2
typically,1
"function,",1
Several,1
routing,3
attention,2
novel,3
state-of-the-art,2
coordination,4
'Simplifying,1
challenging,2
locations,1
https://www.sciencedirect.com/science/article/pii/S1474667016422688,1
must,2
individuals,1
opportunity,1
beginning,1
"derivatively-free,",1
sensitivities,1
"shift,",1
surveyed.,1
clustering,4
imagine,1
"control,",1
serendipity.Considering,1
call,1
vessels.,1
"Therefore,",1
bring,2
designs.,1
changing,1
interdependent,1
conventional,1
\xe2\x80\x98rigid,1
capacitors,2
"heuristics,",2
efficiently,2
Analysis,2
central,1
reasons,1
extracellular,1
premise,1
PID,2
worker,2
constructed,1
"and,",1
(AL;,1
(virtual,1
allow,1
moving,1
(ABC),1
redundancy,1
deal,3
scope,2
adequate,1
framework,2
communicate,1
sense,1
effectively,2
attracted,1
"organization,",1
solution,4
key,2
'Deciphering,1
Case).,1
Multi-agent,1
BMO,1
multi,1
Committee,1
'AbstractIn,4
solving,2
traditional,1
performance,1
simultaneous,1
technologies,1
schemes,1
needs,1
i),1
Generation,1
biologically,1
outside,1
"capabilities,",1
compared,6
aims,2
without,3
slow,1
inertia,2
CONTROL,1
Swarms,1
never,1
show.Persistence,1
units,3
shed,1
researchers,2
thermal,3
leads,1
mobile-robots,1
(PSO),2
experiments,1
conducted,1
endothelium,9
Agricultural,1
(BS).,1
evaluated,1
'AbstractLoad,1
embedded,2
follows,1
distribution,1
actuators,1
interdisciplinary,1
examine,1
employing,1
'AbstractThe,5
theoretical,1
(GA),1
intelligent,2
developed.,1
ending,1
efficiency,1
ICT,1
Predictive,1
research.',1
'Comparative,1
predict,1
intensity,1
art,1
manufacturing.,1
Network,3
'Benjamin',1
agile,1
'Algorithmic,1
(hormone,1
focuses,4
https://www.sciencedirect.com/science/article/pii/S1877050917300224,1
forecasts,1
highest,1
vascular,1
terms,2
Systems\xe2\x98\x86',1
indexes),1
parts,2
support,2
want,1
https://www.sciencedirect.com/science/article/pii/S1319157818303458,1
senses,1
Control,3
another,1
improving,2
big,1
complete,1
systems,20
grading,1
"allocation,",1
situated,1
"path,",1
firefly,1
involved,1
objective/subjective,1
(except,1
because,1
lifetime,1
heat,1
concept,3
global,2
adopting,1
errors,1
aggregation,1
simulation.',1
particles,2
SIMULATION',1
search,8
underpinnings,1
new,5
Hardware,1
differently,1
really,1
non-deterministic,1
cues,1
obstacles.,1
then,3
highlight,2
clustering',1
(SSO),1
(DG),1
autonomously,1
principal,1
Systems',1
cells,5
serves,1
advantages,4
content,3
often,1
(NDT/E),1
robots.',1
advanced,1
platform,1
general-purpose,2
squaring,1
Service,2
paradigm,1
SABC,1
"biology,",1
"hand,",1
relevant,1
concludes,1
Denial,1
(RL),1
sequentially,1
calculated,1
tone,1
meet,1
Exist',1
contingencies',1
Ground,1
&,1
"exchange,",1
"connectivity,",1
put,1
swarm.,1
non-destructive,1
structuring,2
method,8
user-specified,1
"shedding,",1
"exist,",1
abrupt,1
effective,2
able,4
swallow,1
1),1
strengthening,1
brick,1
achieve,1
bio-inspired,2
design,6
applications.,1
prominent,1
combined,1
fuzzy,2
enables,1
represents,2
Warning,1
concepts,2
process,3
Robot',1
connected,2
thoughts.,1
Kuhn\xe2\x80\x93Tucker,1
create,1
variety,1
advances,1
tripping,1
open,1
to\xc2\xa0those,1
DPEs,1
construction,5
NDT/E,2
literature,1
lack,1
ant,2
'AbstractAgent-based,1
"done,",1
papers,1
shortcomings.,1
minimizes,1
swarms).,1
hardware,2
examples,1
observation,1
nodes.,1
flexibility.,1
randomly,1
https://www.sciencedirect.com/science/article/pii/S2090447914001245,1
approaches.,1
Baked,1
behaviors.,1
concentrations,1
(MANET).,1
Coordinating,1
part,2
Northern,1
becoming,1
recruits,1
(BMO).,1
incorporated,1
potential,4
reducing,1
eleven,1
cases,2
Packet,2
themes,1
\xe2\x80\x98embodiment\xe2\x80\x99,1
presented.',1
large,3
efficient,2
termed,1
ant-based,1
self-organizing,2
fast.,1
"ants,",1
747,1
solve,2
Termite,2
https://www.sciencedirect.com/science/article/pii/S016561471730024X,1
shape,2
RBFNN,1
That,1
IEEE,2
explore,1
folding,1
relying,1
(SOGT).',1
https://www.sciencedirect.com/science/article/pii/S0022000007000451,1
finest,1
simulation,3
ad-hoc,1
"selected,",1
uses,2
static,1
glowworm,1
proven,1
function,1
agents',1
optimal,6
forms,1
faults.The,1
shedding.,1
indirect,2
I,1
ground,2
ArticleA,1
(ICT),1
better,3
systems.,3
Model,2
remains,1
actions,2
do,1
structures,2
methods.,1
single,6
path.,2
neighborhoods.,1
Residual,2
Vector,1
too,1
obtains,1
radial,1
assemble,1
spoofing,1
Followed,1
"task,",1
grow,1
beyond,1
'Marla,1
algorithms,8
"advantages,",1
ranging,1
optimize,1
Grid,1
"individuals,",1
activators.Communication,1
taken,1
solid,1
openness,1
"dynamics,",1
RDN,2
'Cooperative,1
Especially,1
task.,1
Simulink.,1
minimal,1
Mating,1
improve.,1
display,1
robots,1
implementation,1
A.E.',1
'S\xc3\xa9rgio,1
'AbstractThis,3
Persistent,1
basis,2
'Gert',1
robotics.,1
"results,",1
for.,1
USING,1
"extremum,",1
level,8
environment,3
communication,2
proposed.,1
algorithms.',1
interoperability,1
"paradigm.""",1
FASSO,1
(precision/recall,1
Conserved,2
endothelium\xe2\x80\x99s,1
scenarios.',1
perspective.,1
expected,1
look,1
ii),1
establish,1
function-optimization,1
RE.,1
greater,1
last,2
necessary,1
relies,1
method.,3
Not,1
cope,2
engineering,2
learning,3
draws,1
published,1
usually,1
receiving,1
"surveillance,",1
"BMO,",1
"making,",1
Ideality.,1
several,1
"flexibility,",1
resilience,2
capability,1
gradient,2
weight,1
emphasis,1
Particle,3
connectivity,1
surface,2
Wireless,2
problems,3
carry,1
"clotting,",1
"rate,",1
closely,1
parameters',1
identify,1
Environments',1
Control:,1
systems:,1
"technique,",1
"throughput,",1
Mobile,2
infrastructure,1
"Yet,",1
Clustering,1
fields,2
https://www.sciencedirect.com/science/article/pii/S1474667016371440,1
possible,1
robustness,2
features,1
Energy,5
prototype,2
mesh,1
optima,2
optimization.,1
Multi,2
modulates,1
response,1
"disturbances,",1
technique,3
multi-agent,7
challenge.,1
light,2
maneuvers,1
value,3
interesting,1
"Here,",1
List,3
aspects,1
https://www.sciencedirect.com/science/article/pii/S240589631731604X,1
four,1
"BflyBots,",1
related,2
shows,3
person,1
speed.',1
"animals,",2
Reinforcement,1
Reconfiguration,1
transfer,1
(adaptation),1
inverse,1
strike,1
structure.,1
Communication,1
(EC-STCRA),1
Efficient,1
Quadric,1
ANT,1
"theory,",2
https://www.sciencedirect.com/science/article/pii/S1474667015359358,1
rescue,1
'ReviewSocial,1
"delay,",1
"maintaining,",1
Xbee,1
regulates,1
applicability,1
function.,1
how,5
known,2
apparatus,1
During,1
map.,1
https://www.sciencedirect.com/science/article/pii/S147466701745556X,1
"fish,",1
